# Re_Psi, Im_Psi, Time
3.238095238095237249e+00 4.897357188707178108e-03 1.990279823384429395e-03
3.258145363408520900e+00 4.424433173089886359e-03 2.226410860546313743e-03
3.278195488721804551e+00 3.963432812272907162e-03 2.410474237509866065e-03
3.298245614035087314e+00 3.517834554726944132e-03 2.546694696460420106e-03
3.318295739348370077e+00 3.090548052209076725e-03 2.639331518878538629e-03
3.338345864661653728e+00 2.683945307737801468e-03 2.692626763459586396e-03
3.358395989974937379e+00 2.299894660870263705e-03 2.710759381727004692e-03
3.378446115288220142e+00 1.939796895666272194e-03 2.697805132978548046e-03
3.398496240601502905e+00 1.604622805587084013e-03 2.657702155935590029e-03
3.418546365914786556e+00 1.294951602005542553e-03 2.594221998723777577e-03
3.438596491228070207e+00 1.011009607926564770e-03 2.510945861475319570e-03
3.458646616541352969e+00 7.527087349361954961e-04 2.411245766681472009e-03
3.478696741854635732e+00 5.196842983963879687e-04 2.298270341119400782e-03
3.498746867167919383e+00 3.113317826500033771e-04 2.174934869334318836e-03
3.518796992481203034e+00 1.268422237543265934e-04 2.043915261815582550e-03
3.538847117794485797e+00 -3.476406862926632684e-05 1.907645570653888640e-03
3.558897243107768560e+00 -1.746056766572775046e-04 1.768318681057530310e-03
3.578947368421052211e+00 -2.939103042762978256e-04 1.627889808064136206e-03
3.598997493734335862e+00 -3.939872028133432078e-04 1.488082433520928954e-03
3.619047619047618625e+00 -4.762018804392495453e-04 1.350396328327040270e-03
3.639097744360901387e+00 -5.419531445250349178e-04 1.216117318445812537e-03
3.659147869674185038e+00 -5.926524903999946369e-04 1.086328469725587973e-03
3.679197994987468689e+00 -6.297058183104025557e-04 9.619223855563401471e-04
3.699248120300751452e+00 -6.544974324841197838e-04 8.436143323044887395e-04
3.719298245614034215e+00 -6.683762520885745554e-04 7.319559298078504592e-04
3.739348370927317866e+00 -6.726441434375812767e-04 6.273491675100361428e-04
3.759398496240601517e+00 -6.685462659238614958e-04 5.300605306398908098e-04
3.779448621553884280e+00 -6.572633106605116913e-04 4.402350448080287362e-04
3.799498746867167043e+00 -6.399055005081407581e-04 3.579100711516515401e-04
3.819548872180450694e+00 -6.175082128237033329e-04 2.830287074050625890e-04
3.839598997493734345e+00 -5.910290816533986377e-04 2.154526727429118980e-04
3.859649122807017108e+00 -5.613464339545545844e-04 1.549745757135772043e-04
3.879699248120299870e+00 -5.292589145125207312e-04 1.013294848682644810e-04
3.899749373433583521e+00 -4.954861562580587441e-04 5.420574065231964034e-05
3.919799498746867172e+00 -4.606703564302353079e-04 1.325496464975727723e-05
3.939849624060149935e+00 -4.253786242164976834e-04 -2.189876171563901903e-05
3.959899749373432698e+00 -3.901059718910649342e-04 -5.165056246427491893e-05
3.979949874686716349e+00 -3.552788288318484188e-04 -7.640727689107249118e-05
4.000000000000000000e+00 -3.212589659050364482e-04 -9.658080319031184051e-05
